
===================================BUG REPORT===================================
Welcome to bitsandbytes. For bug reports, please run

python -m bitsandbytes

 and submit this information together with your error trace to: https://github.com/TimDettmers/bitsandbytes/issues
================================================================================
bin /opt/conda/lib/python3.10/site-packages/bitsandbytes/libbitsandbytes_cuda118.so
CUDA SETUP: CUDA runtime path found: /usr/local/cuda/lib64/libcudart.so.11.0
CUDA SETUP: Highest compute capability among GPUs detected: 8.0
CUDA SETUP: Detected CUDA version 118
CUDA SETUP: Loading binary /opt/conda/lib/python3.10/site-packages/bitsandbytes/libbitsandbytes_cuda118.so...
{'model_name': 'tiny_LLaMA_120M_SSM_O2_softplus', 'name': 'tinyllama_120m_ssm_o2_softplus', 'num_of_devices': 1, 'global_batch_size': 512, 'learning_rate': 0.01, 'micro_batch_size': 16, 'max_step': 10000, 'warmup_steps': 10, 'log_step_interval': 10, 'eval_iters': 100, 'save_step_interval': 2000, 'eval_step_interval': 2000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'decay_lr': True, 'min_lr': 4e-05, 'batch_size': 512, 'gradient_accumulation_steps': 32, 'warmup_iters': 320, 'max_iters': 320000, 'lr_decay_iters': 320000, 'log_iter_interval': 320}
Loading model with {'org': 'StatNLP-research', 'name': 'tiny_LLaMA_120M_SSM_O2_softplus', 'block_size': 2048, 'vocab_size': 32000, 'padding_multiple': 64, 'padded_vocab_size': 32000, 'n_layer': 12, 'n_head': 12, 'n_embd': 768, 'n_ssm': 128, 'order': 2, 'rotary_percentage': 1.0, 'parallel_residual': False, 'bias': False, 'n_query_groups': 1, 'shared_attention_norm': False, '_norm_class': 'FusedRMSNorm', 'norm_eps': 1e-05, '_mlp_class': 'LLaMAMLP', 'intermediate_size': 2048, 'condense_ratio': 1, 'time_mixer': 'ssm', 'parameterization': 'softplus'}
Time to instantiate model: 0.21 seconds.
Total parameters 109,532,928
Estimated TFLOPs: 33.90
iter 1 step 0: loss 10.5525, iter time: 393.13ms remaining time: 38.47 hours.  or 1.60 days. 
iter 22 step 0: loss 10.5587, iter time: 197.94ms remaining time: 18.62 hours.  or 0.78 days. 
iter 23 step 0: loss 10.5505, iter time: 197.61ms remaining time: 18.59 hours.  or 0.77 days. 
iter 24 step 0: loss 10.5667, iter time: 197.33ms remaining time: 18.55 hours.  or 0.77 days. 
iter 25 step 0: loss 10.5705, iter time: 197.78ms remaining time: 18.51 hours.  or 0.77 days. 
iter 26 step 0: loss 10.5684, iter time: 197.84ms remaining time: 18.48 hours.  or 0.77 days. 
iter 27 step 0: loss 10.5610, iter time: 198.03ms remaining time: 18.45 hours.  or 0.77 days. 
iter 28 step 0: loss 10.5557, iter time: 198.15ms remaining time: 18.42 hours.  or 0.77 days. 
iter 29 step 0: loss 10.5684, iter time: 197.38ms remaining time: 18.40 hours.  or 0.77 days. 
iter 30 step 0: loss 10.5640, iter time: 197.41ms remaining time: 18.37 hours.  or 0.77 days. 
iter 31 step 0: loss 10.5823, iter time: 197.43ms remaining time: 18.35 hours.  or 0.76 days. 
Gradient norm:  tensor(3.8489, device='cuda:0')
iter 32 step 1: loss 10.5663, iter time: 257.42ms (optimizer.step) remaining time: 18.49 hours.  or 0.77 days. 
iter 33 step 1: loss 10.0781, iter time: 197.19ms remaining time: 18.47 hours.  or 0.77 days. 
iter 34 step 1: loss 10.0772, iter time: 200.23ms remaining time: 18.45 hours.  or 0.77 days. 
iter 35 step 1: loss 10.1045, iter time: 198.87ms remaining time: 18.43 hours.  or 0.77 days. 
iter 36 step 1: loss 10.0668, iter time: 198.62ms remaining time: 18.41 hours.  or 0.77 days. 
iter 37 step 1: loss 10.0900, iter time: 198.56ms remaining time: 18.39 hours.  or 0.77 days. 
iter 38 step 1: loss 10.0706, iter time: 198.14ms remaining time: 18.37 hours.  or 0.77 days. 
iter 39 step 1: loss 10.0670, iter time: 197.76ms remaining time: 18.36 hours.  or 0.76 days. 
iter 40 step 1: loss 10.0881, iter time: 197.72ms remaining time: 18.34 hours.  or 0.76 days. 
iter 41 step 1: loss 10.0680, iter time: 197.40ms remaining time: 18.32 hours.  or 0.76 days. 
iter 42 step 1: loss 10.0833, iter time: 198.40ms remaining time: 18.31 hours.  or 0.76 days. 
iter 43 step 1: loss 10.0581, iter time: 198.72ms remaining time: 18.29 hours.  or 0.76 days. 
iter 44 step 1: loss 10.0820, iter time: 198.96ms remaining time: 18.28 hours.  or 0.76 days. 
iter 45 step 1: loss 10.1026, iter time: 198.50ms remaining time: 18.27 hours.  or 0.76 days. 
iter 46 step 1: loss 10.0860, iter time: 198.91ms remaining time: 18.26 hours.  or 0.76 days. 
iter 47 step 1: loss 10.0682, iter time: 198.67ms remaining time: 18.25 hours.  or 0.76 days. 
iter 48 step 1: loss 10.0648, iter time: 198.10ms remaining time: 18.24 hours.  or 0.76 days. 
iter 49 step 1: loss 10.0923, iter time: 197.95ms remaining time: 18.23 hours.  or 0.76 days. 
iter 50 step 1: loss 10.0775, iter time: 197.66ms remaining time: 18.21 hours.  or 0.76 days. 
iter 51 step 1: loss 10.0795, iter time: 197.25ms remaining time: 18.20 hours.  or 0.76 days. 
iter 52 step 1: loss 10.0955, iter time: 198.35ms remaining time: 18.19 hours.  or 0.76 days. 
iter 53 step 1: loss 10.0657, iter time: 197.99ms remaining time: 18.18 hours.  or 0.76 days. 
iter 54 step 1: loss 10.0621, iter time: 197.78ms remaining time: 18.18 hours.  or 0.76 days. 
iter 55 step 1: loss 10.0616, iter time: 198.29ms remaining time: 18.17 hours.  or 0.76 days. 
iter 56 step 1: loss 10.0772, iter time: 197.09ms remaining time: 18.16 hours.  or 0.76 days. 
iter 57 step 1: loss 10.0731, iter time: 197.80ms remaining time: 18.15 hours.  or 0.76 days. 
iter 58 step 1: loss 10.0973, iter time: 197.07ms remaining time: 18.14 hours.  or 0.76 days. 
iter 59 step 1: loss 10.0908, iter time: 198.33ms remaining time: 18.14 hours.  or 0.76 days. 
iter 60 step 1: loss 10.1023, iter time: 198.16ms remaining time: 18.13 hours.  or 0.76 days. 
iter 61 step 1: loss 10.0810, iter time: 198.25ms remaining time: 18.13 hours.  or 0.76 days. 
iter 62 step 1: loss 10.0576, iter time: 198.54ms remaining time: 18.12 hours.  or 0.75 days. 
iter 63 step 1: loss 10.0985, iter time: 198.89ms remaining time: 18.11 hours.  or 0.75 days. 
Gradient norm:  tensor(7.3423, device='cuda:0')
iter 64 step 2: loss 10.0537, iter time: 210.14ms (optimizer.step) remaining time: 18.12 hours.  or 0.76 days. 
iter 65 step 2: loss 9.1964, iter time: 197.31ms remaining time: 18.12 hours.  or 0.75 days. 
iter 66 step 2: loss 9.1698, iter time: 197.54ms remaining time: 18.11 hours.  or 0.75 days. 
iter 67 step 2: loss 9.2097, iter time: 197.85ms remaining time: 18.10 hours.  or 0.75 days. 
iter 68 step 2: loss 9.1740, iter time: 198.77ms remaining time: 18.10 hours.  or 0.75 days. 
iter 69 step 2: loss 9.1423, iter time: 198.08ms remaining time: 18.09 hours.  or 0.75 days. 
iter 70 step 2: loss 9.1521, iter time: 198.54ms remaining time: 18.09 hours.  or 0.75 days. 
iter 71 step 2: loss 9.2427, iter time: 197.83ms remaining time: 18.08 hours.  or 0.75 days. 
iter 72 step 2: loss 9.2587, iter time: 197.48ms remaining time: 18.07 hours.  or 0.75 days. 
iter 73 step 2: loss 9.2353, iter time: 197.50ms remaining time: 18.07 hours.  or 0.75 days. 
iter 74 step 2: loss 9.1821, iter time: 197.45ms remaining time: 18.06 hours.  or 0.75 days. 
iter 75 step 2: loss 9.2147, iter time: 197.58ms remaining time: 18.06 hours.  or 0.75 days. 
iter 76 step 2: loss 9.1603, iter time: 198.16ms remaining time: 18.05 hours.  or 0.75 days. 
iter 77 step 2: loss 9.1409, iter time: 198.03ms remaining time: 18.05 hours.  or 0.75 days. 
iter 78 step 2: loss 9.1832, iter time: 198.21ms remaining time: 18.04 hours.  or 0.75 days. 
iter 79 step 2: loss 9.1573, iter time: 197.60ms remaining time: 18.04 hours.  or 0.75 days. 
iter 80 step 2: loss 9.2121, iter time: 197.70ms remaining time: 18.03 hours.  or 0.75 days. 
iter 81 step 2: loss 9.1794, iter time: 197.58ms remaining time: 18.03 hours.  or 0.75 days. 
iter 82 step 2: loss 9.2798, iter time: 198.30ms remaining time: 18.02 hours.  or 0.75 days. 
iter 83 step 2: loss 9.1702, iter time: 198.30ms remaining time: 18.02 hours.  or 0.75 days. 
iter 84 step 2: loss 9.1763, iter time: 198.41ms remaining time: 18.02 hours.  or 0.75 days. 
iter 85 step 2: loss 9.1778, iter time: 202.25ms remaining time: 18.02 hours.  or 0.75 days. 
iter 86 step 2: loss 9.1781, iter time: 198.75ms remaining time: 18.02 hours.  or 0.75 days. 
iter 87 step 2: loss 9.1968, iter time: 198.72ms remaining time: 18.01 hours.  or 0.75 days. 
iter 88 step 2: loss 9.1312, iter time: 198.21ms remaining time: 18.01 hours.  or 0.75 days. 
iter 89 step 2: loss 9.1471, iter time: 197.92ms remaining time: 18.00 hours.  or 0.75 days. 
iter 90 step 2: loss 9.1672, iter time: 197.71ms remaining time: 18.00 hours.  or 0.75 days. 
iter 91 step 2: loss 9.1573, iter time: 197.41ms remaining time: 18.00 hours.  or 0.75 days. 
iter 92 step 2: loss 9.1569, iter time: 197.64ms remaining time: 17.99 hours.  or 0.75 days. 
iter 93 step 2: loss 9.2268, iter time: 198.37ms remaining time: 17.99 hours.  or 0.75 days. 
iter 94 step 2: loss 9.1639, iter time: 198.46ms remaining time: 17.99 hours.  or 0.75 days. 
iter 95 step 2: loss 9.2171, iter time: 199.39ms remaining time: 17.99 hours.  or 0.75 days. 
Gradient norm:  tensor(20.9405, device='cuda:0')
iter 96 step 3: loss 9.2164, iter time: 412.92ms (optimizer.step) remaining time: 18.18 hours.  or 0.76 days. 
iter 97 step 3: loss 8.1514, iter time: 203.92ms remaining time: 18.18 hours.  or 0.76 days. 
iter 98 step 3: loss 8.2044, iter time: 198.06ms remaining time: 18.18 hours.  or 0.76 days. 
iter 99 step 3: loss 8.1266, iter time: 197.71ms remaining time: 18.17 hours.  or 0.76 days. 
iter 100 step 3: loss 8.2206, iter time: 197.74ms remaining time: 18.17 hours.  or 0.76 days. 
iter 101 step 3: loss 8.2222, iter time: 198.35ms remaining time: 18.16 hours.  or 0.76 days. 
iter 102 step 3: loss 8.2322, iter time: 199.43ms remaining time: 18.16 hours.  or 0.76 days. 
iter 103 step 3: loss 8.1631, iter time: 198.39ms remaining time: 18.15 hours.  or 0.76 days. 
iter 104 step 3: loss 8.1626, iter time: 198.07ms remaining time: 18.15 hours.  or 0.76 days. 
iter 105 step 3: loss 8.1320, iter time: 196.84ms remaining time: 18.14 hours.  or 0.76 days. 
iter 106 step 3: loss 8.2239, iter time: 197.74ms remaining time: 18.14 hours.  or 0.76 days. 
iter 107 step 3: loss 8.2351, iter time: 197.82ms remaining time: 18.14 hours.  or 0.76 days. 
iter 108 step 3: loss 8.1561, iter time: 197.10ms remaining time: 18.13 hours.  or 0.76 days. 
iter 109 step 3: loss 8.3579, iter time: 197.80ms remaining time: 18.13 hours.  or 0.76 days. 
iter 110 step 3: loss 8.2514, iter time: 197.46ms remaining time: 18.12 hours.  or 0.76 days. 
iter 111 step 3: loss 8.1559, iter time: 198.49ms remaining time: 18.12 hours.  or 0.76 days. 
iter 112 step 3: loss 8.1268, iter time: 198.31ms remaining time: 18.12 hours.  or 0.75 days. 
iter 113 step 3: loss 8.1412, iter time: 198.45ms remaining time: 18.11 hours.  or 0.75 days. 
iter 114 step 3: loss 8.1612, iter time: 198.04ms remaining time: 18.11 hours.  or 0.75 days. 
iter 115 step 3: loss 8.2537, iter time: 197.43ms remaining time: 18.11 hours.  or 0.75 days. 
iter 116 step 3: loss 8.2727, iter time: 197.91ms remaining time: 18.10 hours.  or 0.75 days. 
iter 117 step 3: loss 8.1671, iter time: 197.79ms remaining time: 18.10 hours.  or 0.75 days. 
iter 118 step 3: loss 8.1143, iter time: 198.25ms remaining time: 18.10 hours.  or 0.75 days. 
iter 119 step 3: loss 8.1985, iter time: 198.56ms remaining time: 18.09 hours.  or 0.75 days. 
iter 120 step 3: loss 8.3122, iter time: 199.45ms remaining time: 18.09 hours.  or 0.75 days. 
iter 121 step 3: loss 8.1489, iter time: 199.39ms remaining time: 18.09 hours.  or 0.75 days. 
iter 122 step 3: loss 8.1805, iter time: 198.85ms remaining time: 18.09 hours.  or 0.75 days. 
iter 123 step 3: loss 8.1220, iter time: 198.48ms remaining time: 18.08 hours.  or 0.75 days. 
iter 124 step 3: loss 8.2115, iter time: 198.02ms remaining time: 18.08 hours.  or 0.75 days. 
iter 125 step 3: loss 8.1849, iter time: 198.21ms remaining time: 18.08 hours.  or 0.75 days. 
iter 126 step 3: loss 8.2291, iter time: 198.42ms remaining time: 18.07 hours.  or 0.75 days. 
iter 127 step 3: loss 8.1384, iter time: 198.34ms remaining time: 18.07 hours.  or 0.75 days. 
Gradient norm:  tensor(19.0089, device='cuda:0')
iter 128 step 4: loss 8.1609, iter time: 211.28ms (optimizer.step) remaining time: 18.08 hours.  or 0.75 days. 
iter 129 step 4: loss 7.8736, iter time: 198.26ms remaining time: 18.08 hours.  or 0.75 days. 
iter 130 step 4: loss 7.9438, iter time: 199.35ms remaining time: 18.07 hours.  or 0.75 days. 
iter 131 step 4: loss 7.8378, iter time: 199.44ms remaining time: 18.07 hours.  or 0.75 days. 
iter 132 step 4: loss 7.8606, iter time: 200.00ms remaining time: 18.07 hours.  or 0.75 days. 
iter 133 step 4: loss 7.8878, iter time: 199.38ms remaining time: 18.07 hours.  or 0.75 days. 
iter 134 step 4: loss 7.8472, iter time: 198.29ms remaining time: 18.07 hours.  or 0.75 days. 
iter 135 step 4: loss 8.1568, iter time: 197.57ms remaining time: 18.06 hours.  or 0.75 days. 
iter 136 step 4: loss 8.2229, iter time: 198.51ms remaining time: 18.06 hours.  or 0.75 days. 
iter 137 step 4: loss 7.8267, iter time: 197.67ms remaining time: 18.06 hours.  or 0.75 days. 
iter 138 step 4: loss 8.0169, iter time: 198.48ms remaining time: 18.06 hours.  or 0.75 days. 
iter 139 step 4: loss 8.0001, iter time: 198.43ms remaining time: 18.05 hours.  or 0.75 days. 
iter 140 step 4: loss 7.9926, iter time: 198.64ms remaining time: 18.05 hours.  or 0.75 days. 
iter 141 step 4: loss 7.8749, iter time: 199.31ms remaining time: 18.05 hours.  or 0.75 days. 
iter 142 step 4: loss 7.8379, iter time: 198.94ms remaining time: 18.05 hours.  or 0.75 days. 
iter 143 step 4: loss 8.0597, iter time: 198.64ms remaining time: 18.05 hours.  or 0.75 days. 
iter 144 step 4: loss 7.7767, iter time: 198.33ms remaining time: 18.04 hours.  or 0.75 days. 
iter 145 step 4: loss 7.8568, iter time: 198.49ms remaining time: 18.04 hours.  or 0.75 days. 
iter 146 step 4: loss 7.8391, iter time: 199.29ms remaining time: 18.04 hours.  or 0.75 days. 
iter 147 step 4: loss 7.9144, iter time: 199.13ms remaining time: 18.04 hours.  or 0.75 days. 
iter 148 step 4: loss 7.8715, iter time: 197.66ms remaining time: 18.04 hours.  or 0.75 days. 
iter 149 step 4: loss 8.0077, iter time: 198.74ms remaining time: 18.04 hours.  or 0.75 days. 
iter 150 step 4: loss 7.8637, iter time: 198.51ms remaining time: 18.03 hours.  or 0.75 days. 
iter 151 step 4: loss 7.7963, iter time: 197.61ms remaining time: 18.03 hours.  or 0.75 days. 
iter 152 step 4: loss 8.0481, iter time: 198.44ms remaining time: 18.03 hours.  or 0.75 days. 
iter 153 step 4: loss 8.0293, iter time: 198.35ms remaining time: 18.03 hours.  or 0.75 days. 
iter 154 step 4: loss 7.9344, iter time: 197.71ms remaining time: 18.03 hours.  or 0.75 days. 
iter 155 step 4: loss 7.7947, iter time: 198.85ms remaining time: 18.03 hours.  or 0.75 days. 
iter 156 step 4: loss 7.8539, iter time: 199.12ms remaining time: 18.02 hours.  or 0.75 days. 
iter 157 step 4: loss 7.9014, iter time: 198.61ms remaining time: 18.02 hours.  or 0.75 days. 
iter 158 step 4: loss 7.8165, iter time: 198.84ms remaining time: 18.02 hours.  or 0.75 days. 
iter 159 step 4: loss 7.8989, iter time: 201.41ms remaining time: 18.02 hours.  or 0.75 days. 
Gradient norm:  tensor(3.5278, device='cuda:0')
iter 160 step 5: loss 7.9369, iter time: 211.96ms (optimizer.step) remaining time: 18.03 hours.  or 0.75 days. 
iter 161 step 5: loss 7.8679, iter time: 197.41ms remaining time: 18.02 hours.  or 0.75 days. 
iter 162 step 5: loss 7.9183, iter time: 198.61ms remaining time: 18.02 hours.  or 0.75 days. 
iter 163 step 5: loss 8.1239, iter time: 198.42ms remaining time: 18.02 hours.  or 0.75 days. 
iter 164 step 5: loss 8.1241, iter time: 199.23ms remaining time: 18.02 hours.  or 0.75 days. 
iter 165 step 5: loss 7.9767, iter time: 198.59ms remaining time: 18.02 hours.  or 0.75 days. 
iter 166 step 5: loss 7.9695, iter time: 199.01ms remaining time: 18.02 hours.  or 0.75 days. 
iter 167 step 5: loss 7.7474, iter time: 199.79ms remaining time: 18.01 hours.  or 0.75 days. 
iter 168 step 5: loss 7.8953, iter time: 199.11ms remaining time: 18.01 hours.  or 0.75 days. 
iter 169 step 5: loss 8.0652, iter time: 199.32ms remaining time: 18.01 hours.  or 0.75 days. 
iter 170 step 5: loss 8.0376, iter time: 199.80ms remaining time: 18.01 hours.  or 0.75 days. 
iter 171 step 5: loss 7.9424, iter time: 199.51ms remaining time: 18.01 hours.  or 0.75 days. 
iter 172 step 5: loss 7.9731, iter time: 199.29ms remaining time: 18.01 hours.  or 0.75 days. 
iter 173 step 5: loss 8.1076, iter time: 200.43ms remaining time: 18.01 hours.  or 0.75 days. 
iter 174 step 5: loss 7.9444, iter time: 198.39ms remaining time: 18.01 hours.  or 0.75 days. 
iter 175 step 5: loss 7.9753, iter time: 198.35ms remaining time: 18.00 hours.  or 0.75 days. 
iter 176 step 5: loss 7.9613, iter time: 198.90ms remaining time: 18.00 hours.  or 0.75 days. 
iter 177 step 5: loss 7.8973, iter time: 199.28ms remaining time: 18.00 hours.  or 0.75 days. 
iter 178 step 5: loss 7.8666, iter time: 198.51ms remaining time: 18.00 hours.  or 0.75 days. 
iter 179 step 5: loss 7.9212, iter time: 198.48ms remaining time: 18.00 hours.  or 0.75 days. 
iter 180 step 5: loss 7.8860, iter time: 199.01ms remaining time: 18.00 hours.  or 0.75 days. 
iter 181 step 5: loss 8.0801, iter time: 199.26ms remaining time: 18.00 hours.  or 0.75 days. 
iter 182 step 5: loss 7.9126, iter time: 199.21ms remaining time: 18.00 hours.  or 0.75 days. 
iter 183 step 5: loss 8.1486, iter time: 199.36ms remaining time: 17.99 hours.  or 0.75 days. 
iter 184 step 5: loss 8.1315, iter time: 199.42ms remaining time: 17.99 hours.  or 0.75 days. 
iter 185 step 5: loss 7.7123, iter time: 199.28ms remaining time: 17.99 hours.  or 0.75 days. 
iter 186 step 5: loss 7.9475, iter time: 198.43ms remaining time: 17.99 hours.  or 0.75 days. 
iter 187 step 5: loss 7.9057, iter time: 198.56ms remaining time: 17.99 hours.  or 0.75 days. 
iter 188 step 5: loss 8.2351, iter time: 198.28ms remaining time: 17.99 hours.  or 0.75 days. 
iter 189 step 5: loss 8.0286, iter time: 199.85ms remaining time: 17.99 hours.  or 0.75 days. 
iter 190 step 5: loss 8.0168, iter time: 199.14ms remaining time: 17.99 hours.  or 0.75 days. 
iter 191 step 5: loss 8.0019, iter time: 198.62ms remaining time: 17.98 hours.  or 0.75 days. 
Gradient norm:  tensor(3.7042, device='cuda:0')
iter 192 step 6: loss 7.9393, iter time: 209.87ms (optimizer.step) remaining time: 17.99 hours.  or 0.75 days. 
iter 193 step 6: loss 8.3526, iter time: 197.42ms remaining time: 17.99 hours.  or 0.75 days. 
iter 194 step 6: loss 8.3465, iter time: 198.20ms remaining time: 17.98 hours.  or 0.75 days. 
iter 195 step 6: loss 8.4011, iter time: 198.39ms remaining time: 17.98 hours.  or 0.75 days. 
iter 196 step 6: loss 8.4298, iter time: 199.98ms remaining time: 17.98 hours.  or 0.75 days. 
iter 197 step 6: loss 8.3580, iter time: 198.56ms remaining time: 17.98 hours.  or 0.75 days. 
iter 198 step 6: loss 8.5969, iter time: 198.47ms remaining time: 17.98 hours.  or 0.75 days. 
iter 199 step 6: loss 8.3491, iter time: 199.00ms remaining time: 17.98 hours.  or 0.75 days. 
iter 200 step 6: loss 8.1968, iter time: 199.18ms remaining time: 17.98 hours.  or 0.75 days. 
iter 201 step 6: loss 8.4805, iter time: 199.12ms remaining time: 17.98 hours.  or 0.75 days. 
iter 202 step 6: loss 8.3015, iter time: 199.50ms remaining time: 17.98 hours.  or 0.75 days. 
iter 203 step 6: loss 8.3183, iter time: 199.49ms remaining time: 17.98 hours.  or 0.75 days. 
iter 204 step 6: loss 8.3152, iter time: 199.29ms remaining time: 17.97 hours.  or 0.75 days. 
iter 205 step 6: loss 8.4278, iter time: 198.07ms remaining time: 17.97 hours.  or 0.75 days. 
iter 206 step 6: loss 8.2900, iter time: 198.20ms remaining time: 17.97 hours.  or 0.75 days. 
iter 207 step 6: loss 8.3561, iter time: 197.75ms remaining time: 17.97 hours.  or 0.75 days. 
iter 208 step 6: loss 8.5197, iter time: 198.46ms remaining time: 17.97 hours.  or 0.75 days. 
iter 209 step 6: loss 8.3836, iter time: 198.39ms remaining time: 17.97 hours.  or 0.75 days. 
iter 210 step 6: loss 8.3906, iter time: 198.76ms remaining time: 17.97 hours.  or 0.75 days. 
iter 211 step 6: loss 8.3923, iter time: 199.34ms remaining time: 17.97 hours.  or 0.75 days. 
iter 212 step 6: loss 8.2734, iter time: 199.29ms remaining time: 17.96 hours.  or 0.75 days. 
iter 213 step 6: loss 8.5544, iter time: 199.44ms remaining time: 17.96 hours.  or 0.75 days. 
iter 214 step 6: loss 8.4818, iter time: 199.12ms remaining time: 17.96 hours.  or 0.75 days. 
iter 215 step 6: loss 8.5397, iter time: 198.47ms remaining time: 17.96 hours.  or 0.75 days. 
iter 216 step 6: loss 8.3007, iter time: 198.49ms remaining time: 17.96 hours.  or 0.75 days. 
iter 217 step 6: loss 8.4277, iter time: 198.39ms remaining time: 17.96 hours.  or 0.75 days. 
iter 218 step 6: loss 8.4555, iter time: 198.36ms remaining time: 17.96 hours.  or 0.75 days. 
iter 219 step 6: loss 8.3412, iter time: 198.87ms remaining time: 17.96 hours.  or 0.75 days. 
iter 220 step 6: loss 8.7453, iter time: 198.98ms remaining time: 17.96 hours.  or 0.75 days. 
iter 221 step 6: loss 8.4809, iter time: 199.32ms remaining time: 17.96 hours.  or 0.75 days. 
iter 222 step 6: loss 8.2860, iter time: 199.22ms remaining time: 17.95 hours.  or 0.75 days. 
iter 223 step 6: loss 8.4826, iter time: 199.45ms remaining time: 17.95 hours.  or 0.75 days. 
Gradient norm:  tensor(30.8656, device='cuda:0')
iter 224 step 7: loss 8.4230, iter time: 210.97ms (optimizer.step) remaining time: 17.96 hours.  or 0.75 days. 
iter 225 step 7: loss 8.9013, iter time: 198.44ms remaining time: 17.96 hours.  or 0.75 days. 
iter 226 step 7: loss 8.8488, iter time: 198.85ms remaining time: 17.96 hours.  or 0.75 days. 
iter 227 step 7: loss 8.9979, iter time: 198.51ms remaining time: 17.96 hours.  or 0.75 days. 
iter 228 step 7: loss 8.8924, iter time: 199.32ms remaining time: 17.95 hours.  or 0.75 days. 
iter 229 step 7: loss 8.7933, iter time: 199.29ms remaining time: 17.95 hours.  or 0.75 days. 
iter 230 step 7: loss 8.7663, iter time: 199.78ms remaining time: 17.95 hours.  or 0.75 days. 
